ToyId,Arrival_time,Duration
439,2014 1 1 0 36,86
440,2014 1 1 0 37,3
441,2014 1 1 0 37,3
442,2014 1 1 0 37,3
443,2014 1 1 0 37,4
444,2014 1 1 0 37,4
445,2014 1 1 0 37,7
446,2014 1 1 0 37,11
447,2014 1 1 0 37,12
448,2014 1 1 0 37,25
449,2014 1 1 0 37,25
450,2014 1 1 0 37,43
451,2014 1 1 0 37,48
452,2014 1 1 0 37,54
453,2014 1 1 0 37,79
454,2014 1 1 0 37,86
455,2014 1 1 0 37,114
456,2014 1 1 0 38,3
457,2014 1 1 0 38,4
458,2014 1 1 0 38,5
459,2014 1 1 0 38,6
460,2014 1 1 0 38,6
461,2014 1 1 0 38,8
462,2014 1 1 0 38,11
463,2014 1 1 0 38,13
464,2014 1 1 0 38,14
465,2014 1 1 0 38,14
466,2014 1 1 0 38,16
467,2014 1 1 0 38,23
468,2014 1 1 0 39,1
469,2014 1 1 0 39,2
470,2014 1 1 0 39,2
471,2014 1 1 0 39,3
472,2014 1 1 0 39,3
473,2014 1 1 0 39,4
474,2014 1 1 0 39,4
475,2014 1 1 0 39,9
476,2014 1 1 0 39,11
477,2014 1 1 0 39,12
478,2014 1 1 0 39,12
479,2014 1 1 0 39,26
480,2014 1 1 0 39,34
481,2014 1 1 0 39,36
482,2014 1 1 0 39,38
483,2014 1 1 0 39,44
484,2014 1 1 0 39,50
485,2014 1 1 0 39,108
486,2014 1 1 0 40,2
487,2014 1 1 0 40,2
488,2014 1 1 0 40,3
489,2014 1 1 0 40,5
490,2014 1 1 0 40,7
491,2014 1 1 0 40,10
492,2014 1 1 0 40,11
493,2014 1 1 0 40,13
494,2014 1 1 0 40,15
495,2014 1 1 0 40,30
496,2014 1 1 0 40,71
497,2014 1 1 0 41,1
498,2014 1 1 0 41,1
499,2014 1 1 0 41,6
500,2014 1 1 0 41,7
501,2014 1 1 0 41,10
502,2014 1 1 0 41,11
503,2014 1 1 0 41,11
504,2014 1 1 0 41,11
505,2014 1 1 0 41,16
506,2014 1 1 0 41,18
507,2014 1 1 0 41,20
508,2014 1 1 0 41,21
509,2014 1 1 0 41,26
510,2014 1 1 0 41,28
511,2014 1 1 0 41,28
512,2014 1 1 0 41,30
513,2014 1 1 0 41,47
514,2014 1 1 0 41,50
515,2014 1 1 0 42,9
516,2014 1 1 0 42,11
517,2014 1 1 0 42,13
518,2014 1 1 0 42,61
519,2014 1 1 0 42,77
520,2014 1 1 0 42,140
521,2014 1 1 0 43,1
522,2014 1 1 0 43,1
523,2014 1 1 0 43,3
524,2014 1 1 0 43,3
525,2014 1 1 0 43,4
526,2014 1 1 0 43,5
527,2014 1 1 0 43,7
528,2014 1 1 0 43,8
529,2014 1 1 0 43,9
530,2014 1 1 0 43,9
531,2014 1 1 0 43,10
532,2014 1 1 0 43,11
533,2014 1 1 0 43,12
534,2014 1 1 0 43,15
535,2014 1 1 0 43,18
536,2014 1 1 0 43,20
537,2014 1 1 0 43,23
538,2014 1 1 0 43,23
539,2014 1 1 0 43,23
540,2014 1 1 0 43,24
541,2014 1 1 0 43,32
542,2014 1 1 0 43,41
543,2014 1 1 0 43,62
544,2014 1 1 0 43,77
545,2014 1 1 0 43,207
546,2014 1 1 0 44,2
547,2014 1 1 0 44,2
548,2014 1 1 0 44,3
549,2014 1 1 0 44,4
550,2014 1 1 0 44,5
551,2014 1 1 0 44,8
552,2014 1 1 0 44,10
553,2014 1 1 0 44,13
554,2014 1 1 0 44,14
555,2014 1 1 0 44,20
556,2014 1 1 0 44,21
557,2014 1 1 0 44,31
558,2014 1 1 0 44,36
559,2014 1 1 0 44,43
560,2014 1 1 0 44,44
561,2014 1 1 0 45,2
562,2014 1 1 0 45,2
563,2014 1 1 0 45,4
564,2014 1 1 0 45,5
565,2014 1 1 0 45,5
566,2014 1 1 0 45,5
567,2014 1 1 0 45,6
568,2014 1 1 0 45,6
569,2014 1 1 0 45,8
570,2014 1 1 0 45,12
571,2014 1 1 0 45,27
572,2014 1 1 0 45,34
573,2014 1 1 0 45,60
574,2014 1 1 0 46,1
575,2014 1 1 0 46,5
576,2014 1 1 0 46,5
577,2014 1 1 0 46,5
578,2014 1 1 0 46,8
579,2014 1 1 0 46,9
580,2014 1 1 0 46,13
581,2014 1 1 0 46,16
582,2014 1 1 0 46,17
583,2014 1 1 0 46,20
584,2014 1 1 0 46,23
585,2014 1 1 0 46,23
586,2014 1 1 0 46,27
587,2014 1 1 0 46,39
588,2014 1 1 0 46,50
589,2014 1 1 0 47,2
590,2014 1 1 0 47,3
591,2014 1 1 0 47,4
592,2014 1 1 0 47,4
593,2014 1 1 0 47,5
594,2014 1 1 0 47,6
595,2014 1 1 0 47,6
596,2014 1 1 0 47,7
597,2014 1 1 0 47,8
598,2014 1 1 0 47,10
599,2014 1 1 0 47,16
600,2014 1 1 0 47,23
601,2014 1 1 0 47,32
602,2014 1 1 0 47,33
603,2014 1 1 0 47,69
604,2014 1 1 0 48,2
605,2014 1 1 0 48,3
606,2014 1 1 0 48,3
607,2014 1 1 0 48,5
608,2014 1 1 0 48,6
609,2014 1 1 0 48,8
610,2014 1 1 0 48,8
611,2014 1 1 0 48,9
612,2014 1 1 0 48,9
613,2014 1 1 0 48,10
614,2014 1 1 0 48,10
615,2014 1 1 0 48,10
616,2014 1 1 0 48,11
617,2014 1 1 0 48,18
618,2014 1 1 0 48,19
619,2014 1 1 0 48,21
620,2014 1 1 0 48,29
621,2014 1 1 0 48,34
622,2014 1 1 0 48,67
623,2014 1 1 0 48,96
624,2014 1 1 0 48,103
625,2014 1 1 0 49,1
626,2014 1 1 0 49,3
627,2014 1 1 0 49,6
628,2014 1 1 0 49,10
629,2014 1 1 0 49,12
630,2014 1 1 0 49,13
631,2014 1 1 0 49,17
632,2014 1 1 0 49,17
633,2014 1 1 0 49,23
634,2014 1 1 0 49,25
635,2014 1 1 0 49,32
636,2014 1 1 0 49,60
637,2014 1 1 0 49,118
638,2014 1 1 0 50,4
639,2014 1 1 0 50,5
640,2014 1 1 0 50,5
641,2014 1 1 0 50,6
642,2014 1 1 0 50,8
643,2014 1 1 0 50,8
644,2014 1 1 0 50,12
645,2014 1 1 0 50,12
646,2014 1 1 0 50,15
647,2014 1 1 0 50,23
648,2014 1 1 0 50,26
649,2014 1 1 0 50,42
650,2014 1 1 0 50,57
651,2014 1 1 0 50,84
652,2014 1 1 0 50,85
653,2014 1 1 0 50,93
654,2014 1 1 0 51,5
655,2014 1 1 0 51,5
656,2014 1 1 0 51,6
657,2014 1 1 0 51,6
658,2014 1 1 0 51,18
659,2014 1 1 0 51,32
660,2014 1 1 0 51,36
661,2014 1 1 0 51,53
662,2014 1 1 0 52,2
663,2014 1 1 0 52,4
664,2014 1 1 0 52,4
665,2014 1 1 0 52,6
666,2014 1 1 0 52,7
667,2014 1 1 0 52,7
668,2014 1 1 0 52,8
669,2014 1 1 0 52,13
670,2014 1 1 0 52,14
671,2014 1 1 0 52,31
672,2014 1 1 0 52,32
673,2014 1 1 0 52,33
674,2014 1 1 0 52,42
675,2014 1 1 0 53,2
676,2014 1 1 0 53,3
677,2014 1 1 0 53,3
678,2014 1 1 0 53,4
679,2014 1 1 0 53,10
680,2014 1 1 0 53,12
681,2014 1 1 0 53,12
682,2014 1 1 0 53,18
683,2014 1 1 0 53,21
684,2014 1 1 0 53,107
685,2014 1 1 0 54,2
686,2014 1 1 0 54,5
687,2014 1 1 0 54,5
688,2014 1 1 0 54,6
689,2014 1 1 0 54,8
690,2014 1 1 0 54,8
691,2014 1 1 0 54,12
692,2014 1 1 0 54,13
693,2014 1 1 0 54,13
694,2014 1 1 0 54,14
695,2014 1 1 0 54,24
696,2014 1 1 0 54,27
697,2014 1 1 0 54,32
698,2014 1 1 0 54,57
699,2014 1 1 0 54,66
700,2014 1 1 0 55,3
701,2014 1 1 0 55,4
702,2014 1 1 0 55,5
703,2014 1 1 0 55,5
704,2014 1 1 0 55,7
705,2014 1 1 0 55,8
706,2014 1 1 0 55,12
707,2014 1 1 0 55,13
708,2014 1 1 0 55,16
709,2014 1 1 0 55,20
710,2014 1 1 0 55,41
711,2014 1 1 0 55,48
712,2014 1 1 0 55,51
713,2014 1 1 0 56,3
714,2014 1 1 0 56,3
715,2014 1 1 0 56,6
716,2014 1 1 0 56,6
717,2014 1 1 0 56,9
718,2014 1 1 0 56,11
719,2014 1 1 0 56,11
720,2014 1 1 0 56,20
721,2014 1 1 0 56,47
722,2014 1 1 0 56,64
723,2014 1 1 0 57,2
724,2014 1 1 0 57,2
725,2014 1 1 0 57,3
726,2014 1 1 0 57,4
727,2014 1 1 0 57,8
728,2014 1 1 0 57,9
729,2014 1 1 0 57,12
730,2014 1 1 0 57,13
731,2014 1 1 0 57,18
732,2014 1 1 0 57,20
733,2014 1 1 0 57,21
734,2014 1 1 0 57,21
735,2014 1 1 0 57,33
736,2014 1 1 0 57,40
737,2014 1 1 0 57,51
738,2014 1 1 0 58,2
739,2014 1 1 0 58,7
740,2014 1 1 0 58,9
741,2014 1 1 0 58,9
742,2014 1 1 0 58,12
743,2014 1 1 0 58,13
744,2014 1 1 0 58,15
745,2014 1 1 0 58,18
746,2014 1 1 0 58,19
747,2014 1 1 0 58,25
748,2014 1 1 0 58,27
749,2014 1 1 0 58,28
750,2014 1 1 0 58,28
751,2014 1 1 0 58,35
752,2014 1 1 0 58,41
753,2014 1 1 0 58,44
754,2014 1 1 0 59,1
755,2014 1 1 0 59,2
756,2014 1 1 0 59,4
757,2014 1 1 0 59,4
758,2014 1 1 0 59,5
759,2014 1 1 0 59,6
760,2014 1 1 0 59,7
761,2014 1 1 0 59,8
762,2014 1 1 0 59,8
763,2014 1 1 0 59,19
764,2014 1 1 0 59,20
765,2014 1 1 0 59,21
766,2014 1 1 0 59,35
767,2014 1 1 0 59,54
768,2014 1 1 0 59,68
769,2014 1 1 1 0,1
770,2014 1 1 1 0,3
771,2014 1 1 1 0,4
772,2014 1 1 1 0,6
773,2014 1 1 1 0,7
774,2014 1 1 1 0,9
775,2014 1 1 1 0,10
776,2014 1 1 1 0,12
777,2014 1 1 1 0,18
778,2014 1 1 1 0,22
779,2014 1 1 1 0,24
780,2014 1 1 1 0,24
781,2014 1 1 1 0,33
782,2014 1 1 1 0,38
783,2014 1 1 1 0,54
784,2014 1 1 1 0,81
785,2014 1 1 1 1,2
786,2014 1 1 1 1,3
787,2014 1 1 1 1,4
788,2014 1 1 1 1,5
789,2014 1 1 1 1,5
790,2014 1 1 1 1,12
791,2014 1 1 1 1,15
792,2014 1 1 1 1,17
793,2014 1 1 1 1,20
794,2014 1 1 1 1,24
795,2014 1 1 1 1,41
796,2014 1 1 1 1,64
797,2014 1 1 1 2,3
798,2014 1 1 1 2,4
799,2014 1 1 1 2,5
800,2014 1 1 1 2,16
801,2014 1 1 1 2,23
802,2014 1 1 1 2,26
803,2014 1 1 1 2,27
804,2014 1 1 1 2,28
805,2014 1 1 1 2,31
806,2014 1 1 1 2,38
807,2014 1 1 1 3,4
808,2014 1 1 1 3,7
809,2014 1 1 1 3,8
810,2014 1 1 1 3,14
811,2014 1 1 1 3,15
812,2014 1 1 1 3,17
813,2014 1 1 1 3,26
814,2014 1 1 1 3,60
815,2014 1 1 1 4,1
816,2014 1 1 1 4,3
817,2014 1 1 1 4,4
818,2014 1 1 1 4,4
819,2014 1 1 1 4,8
820,2014 1 1 1 4,12
821,2014 1 1 1 4,13
822,2014 1 1 1 4,13
823,2014 1 1 1 4,16
824,2014 1 1 1 4,16
825,2014 1 1 1 4,18
826,2014 1 1 1 4,28
827,2014 1 1 1 4,33
828,2014 1 1 1 4,45
829,2014 1 1 1 4,98
830,2014 1 1 1 5,2
831,2014 1 1 1 5,3
832,2014 1 1 1 5,4
833,2014 1 1 1 5,8
834,2014 1 1 1 5,10
835,2014 1 1 1 5,18
836,2014 1 1 1 5,23
837,2014 1 1 1 5,24
838,2014 1 1 1 5,34
839,2014 1 1 1 5,54
840,2014 1 1 1 5,140
841,2014 1 1 1 6,1
842,2014 1 1 1 6,2
843,2014 1 1 1 6,4
844,2014 1 1 1 6,7
845,2014 1 1 1 6,7
846,2014 1 1 1 6,8
847,2014 1 1 1 6,12
848,2014 1 1 1 6,15
849,2014 1 1 1 6,20
850,2014 1 1 1 6,28
851,2014 1 1 1 6,36
852,2014 1 1 1 6,36
853,2014 1 1 1 6,39
854,2014 1 1 1 6,58
855,2014 1 1 1 6,74
856,2014 1 1 1 7,1
857,2014 1 1 1 7,1
858,2014 1 1 1 7,3
859,2014 1 1 1 7,4
860,2014 1 1 1 7,4
861,2014 1 1 1 7,25
862,2014 1 1 1 7,26
863,2014 1 1 1 8,1
864,2014 1 1 1 8,1
865,2014 1 1 1 8,2
866,2014 1 1 1 8,2
867,2014 1 1 1 8,3
868,2014 1 1 1 8,5
869,2014 1 1 1 8,6
870,2014 1 1 1 8,9
871,2014 1 1 1 8,10
872,2014 1 1 1 8,15
873,2014 1 1 1 8,20
874,2014 1 1 1 8,27
875,2014 1 1 1 8,44
876,2014 1 1 1 8,56
877,2014 1 1 1 8,83
878,2014 1 1 1 9,12
879,2014 1 1 1 9,12
880,2014 1 1 1 9,13
881,2014 1 1 1 9,23
882,2014 1 1 1 9,38
883,2014 1 1 1 9,43
884,2014 1 1 1 9,150
885,2014 1 1 1 9,203
886,2014 1 1 1 10,1
887,2014 1 1 1 10,1
888,2014 1 1 1 10,6
889,2014 1 1 1 10,7
890,2014 1 1 1 10,10
891,2014 1 1 1 10,33
892,2014 1 1 1 10,34
893,2014 1 1 1 10,92
894,2014 1 1 1 11,2
895,2014 1 1 1 11,3
896,2014 1 1 1 11,4
897,2014 1 1 1 11,4
898,2014 1 1 1 11,4
899,2014 1 1 1 11,5
900,2014 1 1 1 11,5
901,2014 1 1 1 11,5
902,2014 1 1 1 11,13
903,2014 1 1 1 11,13
904,2014 1 1 1 11,16
905,2014 1 1 1 11,18
906,2014 1 1 1 11,25
907,2014 1 1 1 11,33
908,2014 1 1 1 11,36
909,2014 1 1 1 11,40
910,2014 1 1 1 11,45
911,2014 1 1 1 11,96
912,2014 1 1 1 12,3
913,2014 1 1 1 12,5
914,2014 1 1 1 12,7
915,2014 1 1 1 12,8
916,2014 1 1 1 12,9
917,2014 1 1 1 12,9
918,2014 1 1 1 12,10
919,2014 1 1 1 12,11
920,2014 1 1 1 12,11
921,2014 1 1 1 12,13
922,2014 1 1 1 12,21
923,2014 1 1 1 12,27
924,2014 1 1 1 12,32
925,2014 1 1 1 12,35
926,2014 1 1 1 12,42
927,2014 1 1 1 12,46
928,2014 1 1 1 12,86
929,2014 1 1 1 12,115
930,2014 1 1 1 13,2
931,2014 1 1 1 13,3
